Time(ms),USB(mA),USB Voltage(V),
np.float64(0.9059798717498779),np.float64(233.7791752649983),np.float64(4.91625),
np.float64(0.9061858654022217),np.float64(234.1629969574632),np.float64(4.916625),
np.float64(0.9064319133758545),np.float64(235.32769726563265),np.float64(4.91525),
np.float64(0.9066059589385986),np.float64(235.8703417273934),np.float64(4.9165),
np.float64(0.9068138599395752),np.float64(234.33505495753369),np.float64(4.917375),
np.float64(0.9070010185241699),np.float64(233.14388418781496),np.float64(4.917125),
np.float64(0.9071979522705078),np.float64(233.36888311098406),np.float64(4.917375),
np.float64(0.9074039459228516),np.float64(233.6865286495757),np.float64(4.916375),
np.float64(0.9075970649719238),np.float64(234.46740726528023),np.float64(4.916125),
np.float64(0.9078340530395508),np.float64(234.52034818837882),np.float64(4.9165),
np.float64(0.9079947471618652),np.float64(236.4262214199288),np.float64(4.915375),
np.float64(0.9081969261169434),np.float64(234.00417418816738),np.float64(4.91775),
np.float64(0.9083969593048096),np.float64(232.38947603365978),np.float64(4.91775),
np.float64(0.908606767654419),np.float64(232.91888526464587),np.float64(4.917),
np.float64(0.9088358879089355),np.float64(233.36888311098406),np.float64(4.916625),
np.float64(0.9090218544006348),np.float64(233.79241049577294),np.float64(4.91675),
np.float64(0.9092268943786621),np.float64(234.46740726528023),np.float64(4.916375),
np.float64(0.9094147682189941),np.float64(234.30858449598438),np.float64(4.916625),
np.float64(0.9096078872680664),np.float64(233.8321161880969),np.float64(4.91725),
np.float64(0.9098308086395264),np.float64(233.39535357253337),np.float64(4.916625),
np.float64(0.9100048542022705),np.float64(233.76594003422363),np.float64(4.917),
np.float64(0.9102108478546143),np.float64(234.00417418816738),np.float64(4.917),
np.float64(0.9104249477386475),np.float64(236.78357265084443),np.float64(4.914),
np.float64(0.9106180667877197),np.float64(236.58504418922465),np.float64(4.916125),
np.float64(0.9108378887176514),np.float64(234.93064034239305),np.float64(4.91625),
np.float64(0.9110009670257568),np.float64(234.32181972675903),np.float64(4.917),
np.float64(0.9111948013305664),np.float64(233.95123326506877),np.float64(4.91675),
np.float64(0.9114117622375488),np.float64(234.45417203450558),np.float64(4.9175),
np.float64(0.9116017818450928),np.float64(229.86154695570113),np.float64(4.919625),
np.float64(0.9118309020996094),np.float64(230.7880131099268),np.float64(4.9182500000000005),
np.float64(0.9120039939880371),np.float64(233.3556478802094),np.float64(4.91675),
np.float64(0.9122180938720703),np.float64(232.6541806491528),np.float64(4.9182500000000005),
np.float64(0.9124178886413574),np.float64(232.46888741830767),np.float64(4.918),
np.float64(0.9126169681549072),np.float64(232.23065326436392),np.float64(4.917375),
np.float64(0.9128339290618896),np.float64(232.76006249535004),np.float64(4.917625),
np.float64(0.9130158424377441),np.float64(233.2497660340122),np.float64(4.916875),
np.float64(0.9132080078125),np.float64(233.2232955724629),np.float64(4.917125),
np.float64(0.913409948348999),np.float64(234.1100560343646),np.float64(4.916625),
np.float64(0.9136040210723877),np.float64(234.21593788056182),np.float64(4.9165),
np.float64(0.9138379096984863),np.float64(234.24240834211113),np.float64(4.916375),
np.float64(0.914003849029541),np.float64(234.01740941894204),np.float64(4.917),
np.float64(0.9142158031463623),np.float64(234.62623003457605),np.float64(4.91575),
np.float64(0.9144167900085449),np.float64(234.33505495753369),np.float64(4.915875),
np.float64(0.9146149158477783),np.float64(234.32181972675903),np.float64(4.915),
np.float64(0.9148337841033936),np.float64(236.50563280457672),np.float64(4.9145),
np.float64(0.9150147438049316),np.float64(235.94975311204132),np.float64(4.915625),
np.float64(0.9152109622955322),np.float64(234.78505280387188),np.float64(4.91675),
np.float64(0.9154160022735596),np.float64(234.3879958806323),np.float64(4.916125),
np.float64(0.9155890941619873),np.float64(234.1100560343646),np.float64(4.91675),
np.float64(0.9158189296722412),np.float64(233.63358772647712),np.float64(4.916125),
np.float64(0.9159958362579346),np.float64(234.79828803464653),np.float64(4.915375),
np.float64(0.916205883026123),np.float64(235.1953449578861),np.float64(4.915625),
np.float64(0.9163968563079834),np.float64(234.22917311133648),np.float64(4.917),
np.float64(0.9166009426116943),np.float64(233.5541763418292),np.float64(4.9175),
np.float64(0.9168260097503662),np.float64(233.11741372626565),np.float64(4.91675),
np.float64(0.9169976711273193),np.float64(233.11741372626565),np.float64(4.917625),
np.float64(0.9171891212463379),np.float64(233.31594218788544),np.float64(4.91675),
np.float64(0.9173910617828369),np.float64(234.17623218823786),np.float64(4.9165),
np.float64(0.9175920486450195),np.float64(234.21593788056182),np.float64(4.916625),
np.float64(0.9178140163421631),np.float64(234.22917311133648),np.float64(4.9165),
np.float64(0.9180169105529785),np.float64(233.7791752649983),np.float64(4.9165),
np.float64(0.9182009696960449),np.float64(233.97770372661807),np.float64(4.916),
np.float64(0.9184019565582275),np.float64(233.6865286495757),np.float64(4.9165),
np.float64(0.9186019897460938),np.float64(236.0953406505625),np.float64(4.914625),
np.float64(0.9188179969787598),np.float64(235.98945880436526),np.float64(4.915),
np.float64(0.9189980030059814),np.float64(235.1953449578861),np.float64(4.91625),
np.float64(0.9193158149719238),np.float64(234.59975957302674),np.float64(4.915875),
np.float64(0.9194319248199463),np.float64(233.87182188042087),np.float64(4.916625),
np.float64(0.9196038246154785),np.float64(234.14976172668855),np.float64(4.916625),
np.float64(0.9198179244995117),np.float64(231.52918603330735),np.float64(4.92),
np.float64(0.9200119972229004),np.float64(230.02036972499695),np.float64(4.918875),
np.float64(0.9202008247375488),np.float64(231.59536218718063),np.float64(4.9175),
np.float64(0.9203979969024658),np.float64(232.8262386492233),np.float64(4.917),
np.float64(0.9205868244171143),np.float64(233.18358988013892),np.float64(4.9175),
np.float64(0.9208369255065918),np.float64(233.26300126478685),np.float64(4.917),
np.float64(0.9210107326507568),np.float64(232.68065111070212),np.float64(4.917),
np.float64(0.9212090969085693),np.float64(232.98506141851914),np.float64(4.91725),
np.float64(0.9214339256286621),np.float64(233.5541763418292),np.float64(4.916625),
np.float64(0.9216129779815674),np.float64(233.67329341880108),np.float64(4.916625),
np.float64(0.9218318462371826),np.float64(234.00417418816738),np.float64(4.91725),
np.float64(0.9220190048217773),np.float64(233.6071172649278),np.float64(4.917),
np.float64(0.9222230911254883),np.float64(233.73946957267432),np.float64(4.916625),
np.float64(0.922421932220459),np.float64(233.64682295725177),np.float64(4.91675),
np.float64(0.9226088523864746),np.float64(233.43505926485733),np.float64(4.91675),
np.float64(0.9228188991546631),np.float64(233.36888311098406),np.float64(4.916875),
np.float64(0.9230120182037354),np.float64(234.29534926520975),np.float64(4.915),
np.float64(0.9232077598571777),np.float64(235.81740080429478),np.float64(4.91575),
np.float64(0.9234328269958496),np.float64(234.67917095767467),np.float64(4.91675),
np.float64(0.9236247539520264),np.float64(233.44829449563198),np.float64(4.9165),
np.float64(0.9238379001617432),np.float64(233.8585866496462),np.float64(4.9165),
np.float64(0.9240198135375977),np.float64(233.96446849584342),np.float64(4.916375),
np.float64(0.9242069721221924),np.float64(234.26887880366044),np.float64(4.915875),
np.float64(0.9244108200073242),np.float64(234.8115232654212),np.float64(4.91625),
np.float64(0.9246120452880859),np.float64(234.87769941929446),np.float64(4.91625),
np.float64(0.924818754196167),np.float64(233.96446849584342),np.float64(4.916625),
np.float64(0.9250168800354004),np.float64(233.81888095732225),np.float64(4.916625),
np.float64(0.9252090454101562),np.float64(233.8056457265476),np.float64(4.917125),
np.float64(0.9254367351531982),np.float64(233.43505926485733),np.float64(4.9165),
np.float64(0.9256267547607422),np.float64(234.18946741901252),np.float64(4.9165),
np.float64(0.9258370399475098),np.float64(233.51447064950523),np.float64(4.916375),
np.float64(0.9260218143463135),np.float64(234.45417203450558),np.float64(4.917125),
np.float64(0.9262199401855469),np.float64(234.6129948038014),np.float64(4.9155),
np.float64(0.9264178276062012),np.float64(236.08210541978784),np.float64(4.915625),
np.float64(0.9266138076782227),np.float64(235.32769726563265),np.float64(4.9165),
np.float64(0.9268388748168945),np.float64(234.90416988084377),np.float64(4.9165),
np.float64(0.9270198345184326),np.float64(234.1365264959139),np.float64(4.91725),
np.float64(0.9272198677062988),np.float64(234.14976172668855),np.float64(4.91725),
np.float64(0.9274380207061768),np.float64(234.12329126513924),np.float64(4.918125),
np.float64(0.9276199340820312),np.float64(232.0453600335188),np.float64(4.918875),
np.float64(0.9278318881988525),np.float64(231.7674201872511),np.float64(4.917125),
np.float64(0.9280197620391846),np.float64(232.8791795723219),np.float64(4.91775),
np.float64(0.9282207489013672),np.float64(232.68065111070212),np.float64(4.9175),
np.float64(0.9284179210662842),np.float64(233.6071172649278),np.float64(4.917),
np.float64(0.9286189079284668),np.float64(233.92476280351946),np.float64(4.91775),
np.float64(0.9288361072540283),np.float64(234.24240834211113),np.float64(4.91475),
np.float64(0.9290297031402588),np.float64(237.31298188183052),np.float64(4.9155),
np.float64(0.9292259216308594),np.float64(236.08210541978784),np.float64(4.9155),
np.float64(0.9294099807739258),np.float64(234.37476064985765),np.float64(4.9175),
np.float64(0.9296209812164307),np.float64(233.26300126478685),np.float64(4.91625),
np.float64(0.9298269748687744),np.float64(233.31594218788544),np.float64(4.9175),
np.float64(0.93001389503479),np.float64(232.2968294182372),np.float64(4.92),
np.float64(0.9302289485931396),np.float64(230.1262515711942),np.float64(4.918875),
np.float64(0.9304177761077881),np.float64(232.12477141816672),np.float64(4.9185),
np.float64(0.9306097030639648),np.float64(232.2174180335893),np.float64(4.91725),
np.float64(0.9308290481567383),np.float64(233.23653080323754),np.float64(4.916625),
np.float64(0.9310247898101807),np.float64(232.94535572619517),np.float64(4.918125),
np.float64(0.9312198162078857),np.float64(233.64682295725177),np.float64(4.917125),
np.float64(0.9314117431640625),np.float64(235.1688744963368),np.float64(4.915375),
np.float64(0.9316310882568359),np.float64(236.29386911218228),np.float64(4.91525),
np.float64(0.9318130016326904),np.float64(235.32769726563265),np.float64(4.917625),
np.float64(0.9321210384368896),np.float64(233.6865286495757),np.float64(4.917375),
np.float64(0.9322547912597656),np.float64(234.14976172668855),np.float64(4.91575),
np.float64(0.9324228763580322),np.float64(236.59827941999927),np.float64(4.91575),
np.float64(0.932628870010376),np.float64(234.18946741901252),np.float64(4.917125),
np.float64(0.9328329563140869),np.float64(233.95123326506877),np.float64(4.9165),
np.float64(0.9330048561096191),np.float64(234.57328911147744),np.float64(4.9175),
np.float64(0.9332008361816406),np.float64(234.26887880366044),np.float64(4.916625),
np.float64(0.9334189891815186),np.float64(233.6865286495757),np.float64(4.918125),
np.float64(0.9336087703704834),np.float64(233.81888095732225),np.float64(4.9175),
np.float64(0.9338109493255615),np.float64(233.1306489570403),np.float64(4.91725),
np.float64(0.9340078830718994),np.float64(233.95123326506877),np.float64(4.917),
np.float64(0.9342079162597656),np.float64(234.65270049612536),np.float64(4.9175),
np.float64(0.9343967437744141),np.float64(233.67329341880108),np.float64(4.9175),
np.float64(0.9345977306365967),np.float64(233.64682295725177),np.float64(4.91725),
np.float64(0.9348180294036865),np.float64(233.66005818802643),np.float64(4.918),
np.float64(0.9349989891052246),np.float64(233.72623434189967),np.float64(4.917375),
np.float64(0.9352169036865234),np.float64(234.17623218823786),np.float64(4.9175),
np.float64(0.9354238510131836),np.float64(233.56741157260385),np.float64(4.917),
np.float64(0.93560791015625),np.float64(236.38651572760483),np.float64(4.9135),
np.float64(0.9358129501342773),np.float64(237.27327618950656),np.float64(4.916125),
np.float64(0.9360339641571045),np.float64(235.94975311204132),np.float64(4.917),
np.float64(0.9362108707427979),np.float64(234.74534711154791),np.float64(4.91675),
np.float64(0.9364118576049805),np.float64(234.42770157295627),np.float64(4.917),
np.float64(0.9366028308868408),np.float64(233.8056457265476),np.float64(4.919625),
np.float64(0.9368178844451904),np.float64(229.62331280175738),np.float64(4.919875),
np.float64(0.9369950294494629),np.float64(230.92036541767334),np.float64(4.918875),
np.float64(0.9371907711029053),np.float64(232.05859526429344),np.float64(4.917625),
np.float64(0.9374110698699951),np.float64(233.40858880330802),np.float64(4.91775),
np.float64(0.9376049041748047),np.float64(233.2497660340122),np.float64(4.9182500000000005),
np.float64(0.9378108978271484),np.float64(232.78653295689935),np.float64(4.917625),
np.float64(0.9380137920379639),np.float64(233.52770588027988),np.float64(4.9175),
np.float64(0.938208818435669),np.float64(233.62035249570246),np.float64(4.917),
np.float64(0.9384109973907471),np.float64(233.84535141887156),np.float64(4.916125),
np.float64(0.9386088848114014),np.float64(233.73946957267432),np.float64(4.917625),
np.float64(0.9388179779052734),np.float64(234.0835855728153),np.float64(4.917),
np.float64(0.9390079975128174),np.float64(233.26300126478685),np.float64(4.91725),
np.float64(0.9392008781433105),np.float64(234.52034818837882),np.float64(4.9175),
np.float64(0.9394140243530273),np.float64(233.8585866496462),np.float64(4.91725),
np.float64(0.9396209716796875),np.float64(233.84535141887156),np.float64(4.915875),
np.float64(0.9398288726806641),np.float64(236.36004526605555),np.float64(4.91475),
np.float64(0.9400079250335693),np.float64(235.88357695816805),np.float64(4.9165),
np.float64(0.9402327537536621),np.float64(234.62623003457605),np.float64(4.91725),
np.float64(0.9404358863830566),np.float64(234.0835855728153),np.float64(4.917375),
np.float64(0.940626859664917),np.float64(234.30858449598438),np.float64(4.917),
np.float64(0.9408187866210938),np.float64(234.12329126513924),np.float64(4.9165),
np.float64(0.9410207271575928),np.float64(234.53358341915347),np.float64(4.91675),
np.float64(0.9412257671356201),np.float64(234.970346034717),np.float64(4.917125),
np.float64(0.9414219856262207),np.float64(234.33505495753369),np.float64(4.91725),
np.float64(0.9416050910949707),np.float64(233.6071172649278),np.float64(4.9175),
np.float64(0.9418258666992188),np.float64(233.50123541873057),np.float64(4.917625),
np.float64(0.9420180320739746),np.float64(233.40858880330802),np.float64(4.917125),
np.float64(0.9422147274017334),np.float64(234.26887880366044),np.float64(4.917125),
np.float64(0.9424149990081787),np.float64(234.32181972675903),np.float64(4.9175),
np.float64(0.942608118057251),np.float64(233.76594003422363),np.float64(4.916875),
np.float64(0.942816972732544),np.float64(234.2821140344351),np.float64(4.917),
np.float64(0.9430179595947266),np.float64(234.1100560343646),np.float64(4.91775),
np.float64(0.9432177543640137),np.float64(233.84535141887156),np.float64(4.917),
np.float64(0.943418025970459),np.float64(233.87182188042087),np.float64(4.917625),
np.float64(0.943605899810791),np.float64(233.8321161880969),np.float64(4.917375),
np.float64(0.943824052810669),np.float64(236.3203395737316),np.float64(4.91525),
np.float64(0.9440219402313232),np.float64(236.8100431123937),np.float64(4.916375),
np.float64(0.9442107677459717),np.float64(236.26739865063297),np.float64(4.916375),
np.float64(0.9444358348846436),np.float64(234.54681864992813),np.float64(4.91775),
np.float64(0.944612979888916),np.float64(234.8644641885198),np.float64(4.9165),
np.float64(0.9449219703674316),np.float64(233.9115275727448),np.float64(4.9182500000000005),
np.float64(0.9450228214263916),np.float64(230.24536864816605),np.float64(4.919875),
np.float64(0.9452369213104248),np.float64(230.56301418675773),np.float64(4.9195),
np.float64(0.9454357624053955),np.float64(231.89977249499762),np.float64(4.9186250000000005),
np.float64(0.9456408023834229),np.float64(233.34241264943475),np.float64(4.9182500000000005),
np.float64(0.945828914642334),np.float64(233.19682511091358),np.float64(4.91875),
np.float64(0.9460327625274658),np.float64(232.44241695675836),np.float64(4.91775),
np.float64(0.9462268352508545),np.float64(233.6865286495757),np.float64(4.917625),
np.float64(0.9464449882507324),np.float64(233.47476495718126),np.float64(4.917625),
np.float64(0.9466400146484375),np.float64(233.5541763418292),np.float64(4.91725),
np.float64(0.9468388557434082),np.float64(234.18946741901252),np.float64(4.917),
np.float64(0.9470229148864746),np.float64(234.44093680373092),np.float64(4.917),
np.float64(0.9472177028656006),np.float64(234.1629969574632),np.float64(4.917),
np.float64(0.9474198818206787),np.float64(233.8056457265476),np.float64(4.916625),
np.float64(0.9476139545440674),np.float64(234.30858449598438),np.float64(4.917625),
np.float64(0.9478237628936768),np.float64(233.3821183417587),np.float64(4.9182500000000005),
np.float64(0.9480278491973877),np.float64(234.0306446497167),np.float64(4.914375),
np.float64(0.9482238292694092),np.float64(238.5173878823239),np.float64(4.916375),
np.float64(0.948422908782959),np.float64(234.1629969574632),np.float64(4.9185),
np.float64(0.9486157894134521),np.float64(232.93212049542052),np.float64(4.9165),
np.float64(0.9488167762756348),np.float64(234.04387988049135),np.float64(4.918),
np.float64(0.9490129947662354),np.float64(233.92476280351946),np.float64(4.917125),
np.float64(0.9492347240447998),np.float64(234.45417203450558),np.float64(4.9175),
np.float64(0.9494256973266602),np.float64(234.79828803464653),np.float64(4.9165),
np.float64(0.9496209621429443),np.float64(234.6394652653507),np.float64(4.918),
np.float64(0.9498307704925537),np.float64(233.54094111105454),np.float64(4.9175),
np.float64(0.9500179290771484),np.float64(233.81888095732225),np.float64(4.9182500000000005),
np.float64(0.9502110481262207),np.float64(234.18946741901252),np.float64(4.9182500000000005),
np.float64(0.9504108428955078),np.float64(233.01153188006845),np.float64(4.917375),
np.float64(0.950624942779541),np.float64(234.30858449598438),np.float64(4.91775),
np.float64(0.9508159160614014),np.float64(234.17623218823786),np.float64(4.917375),
np.float64(0.9510200023651123),np.float64(233.87182188042087),np.float64(4.916875),
np.float64(0.9512219429016113),np.float64(234.1365264959139),np.float64(4.9175),
np.float64(0.951416015625),np.float64(233.28947172633613),np.float64(4.918375),
np.float64(0.9516117572784424),np.float64(233.3291774186601),np.float64(4.918125),
np.float64(0.9518136978149414),np.float64(233.2232955724629),np.float64(4.9185),
np.float64(0.952023983001709),np.float64(233.63358772647712),np.float64(4.915375),
np.float64(0.9522180557250977),np.float64(237.41886372802776),np.float64(4.915625),
np.float64(0.95241379737854),np.float64(236.36004526605555),np.float64(4.91575),
np.float64(0.9526119232177734),np.float64(234.75858234232257),np.float64(4.916625),
np.float64(0.95281982421875),np.float64(234.45417203450558),np.float64(4.9165),
np.float64(0.9530160427093506),np.float64(234.32181972675903),np.float64(4.9182500000000005),
np.float64(0.9532148838043213),np.float64(232.42918172598374),np.float64(4.92075),
np.float64(0.9534347057342529),np.float64(229.7821355710532),np.float64(4.9190000000000005),
np.float64(0.9536397457122803),np.float64(231.70124403337783),np.float64(4.9186250000000005),
np.float64(0.9538168907165527),np.float64(232.66741587992746),np.float64(4.91775),
np.float64(0.954016923904419),np.float64(233.0777080339417),np.float64(4.917625),
np.float64(0.954211950302124),np.float64(233.99093895739273),np.float64(4.91875),
np.float64(0.9544079303741455),np.float64(232.41594649520908),np.float64(4.918375),
np.float64(0.9546060562133789),np.float64(232.97182618774448),np.float64(4.916875),
np.float64(0.9548327922821045),np.float64(233.88505711119552),np.float64(4.918),
np.float64(0.955021858215332),np.float64(233.59388203415315),np.float64(4.91725),
np.float64(0.955225944519043),np.float64(233.21006034168823),np.float64(4.917375),
np.float64(0.9554219245910645),np.float64(233.56741157260385),np.float64(4.91675),
np.float64(0.9556138515472412),np.float64(233.81888095732225),np.float64(4.917625),
np.float64(0.955805778503418),np.float64(233.66005818802643),np.float64(4.91725),
np.float64(0.9560089111328125),np.float64(233.97770372661807),np.float64(4.917375),
np.float64(0.956230878829956),np.float64(233.88505711119552),np.float64(4.9175),
np.float64(0.9564249515533447),np.float64(234.95711080394236),np.float64(4.91525),
np.float64(0.9566440582275391),np.float64(236.4791623430274),np.float64(4.9165),
np.float64(0.9568359851837158),np.float64(234.62623003457605),np.float64(4.918),
np.float64(0.9570448398590088),np.float64(233.40858880330802),np.float64(4.917375),
np.float64(0.9572389125823975),np.float64(233.87182188042087),np.float64(4.91775),
np.float64(0.9574358463287354),np.float64(233.75270480344898),np.float64(4.91675),
np.float64(0.9577357769012451),np.float64(234.56005388070278),np.float64(4.917),
np.float64(0.9578490257263184),np.float64(234.361525419083),np.float64(4.917),
np.float64(0.9580199718475342),np.float64(234.0835855728153),np.float64(4.917625),
np.float64(0.9582240581512451),np.float64(233.8321161880969),np.float64(4.917),
np.float64(0.9584197998046875),np.float64(233.6865286495757),np.float64(4.917125),
np.float64(0.9586338996887207),np.float64(234.12329126513924),np.float64(4.91725),
np.float64(0.9588310718536377),np.float64(234.1629969574632),np.float64(4.917),
np.float64(0.9590277671813965),np.float64(233.92476280351946),np.float64(4.9175),
np.float64(0.9592299461364746),np.float64(233.69976388035036),np.float64(4.9175),
np.float64(0.959420919418335),np.float64(233.71299911112501),np.float64(4.9175),
np.float64(0.9596216678619385),np.float64(233.44829449563198),np.float64(4.917),
np.float64(0.9598228931427002),np.float64(233.81888095732225),np.float64(4.917625),
np.float64(0.9600439071655273),np.float64(233.31594218788544),np.float64(4.917125),
np.float64(0.9602289199829102),np.float64(233.89829234197015),np.float64(4.918),
np.float64(0.96042799949646),np.float64(233.95123326506877),np.float64(4.91725),
np.float64(0.9606258869171143),np.float64(234.6129948038014),np.float64(4.916625),
np.float64(0.9608218669891357),np.float64(235.57916665035103),np.float64(4.9155),
np.float64(0.9610228538513184),np.float64(234.8909346500691),np.float64(4.9165),
np.float64(0.96124267578125),np.float64(234.4144663421816),np.float64(4.916375),
np.float64(0.9614429473876953),np.float64(234.1365264959139),np.float64(4.91725),
np.float64(0.9616317749023438),np.float64(234.0835855728153),np.float64(4.91675),
np.float64(0.9618358612060547),np.float64(233.8585866496462),np.float64(4.91675),
np.float64(0.9620530605316162),np.float64(234.00417418816738),np.float64(4.918375),
np.float64(0.9622387886047363),np.float64(232.97182618774448),np.float64(4.917),
np.float64(0.9624297618865967),np.float64(233.92476280351946),np.float64(4.91725),
np.float64(0.9626379013061523),np.float64(233.52770588027988),np.float64(4.918125),
np.float64(0.9628510475158691),np.float64(232.799768187674),np.float64(4.917875),
np.float64(0.963054895401001),np.float64(233.0777080339417),np.float64(4.91725),
np.float64(0.9632458686828613),np.float64(233.34241264943475),np.float64(4.917125),
np.float64(0.9634559154510498),np.float64(233.5806468033785),np.float64(4.917),
np.float64(0.9636447429656982),np.float64(232.73359203380073),np.float64(4.918),
np.float64(0.9638450145721436),np.float64(232.13800664894137),np.float64(4.91775),
np.float64(0.9640369415283203),np.float64(232.72035680302608),np.float64(4.9175),
np.float64(0.9642579555511475),np.float64(233.72623434189967),np.float64(4.916875),
np.float64(0.9644620418548584),np.float64(233.42182403408268),np.float64(4.91775),
np.float64(0.9646477699279785),np.float64(233.14388418781496),np.float64(4.9175),
np.float64(0.9648487567901611),np.float64(236.1218111121118),np.float64(4.913),
np.float64(0.9650537967681885),np.float64(239.17914942105654),np.float64(4.915625),
np.float64(0.9652488231658936),np.float64(236.3468100352809),np.float64(4.915625),
np.float64(0.9654440879821777),np.float64(235.47328480415382),np.float64(4.917),
np.float64(0.965660810470581),np.float64(234.1629969574632),np.float64(4.9165),
np.float64(0.9658401012420654),np.float64(234.21593788056182),np.float64(4.915875),
np.float64(0.966048002243042),np.float64(232.3232998797865),np.float64(4.9197500000000005),
np.float64(0.9662468433380127),np.float64(230.99977680232124),np.float64(4.917875),
np.float64(0.966425895690918),np.float64(231.9924191104202),np.float64(4.917625),
np.float64(0.9666280746459961),np.float64(233.59388203415315),np.float64(4.918),
np.float64(0.9668388366699219),np.float64(233.11741372626565),np.float64(4.916125),
np.float64(0.9670367240905762),np.float64(234.3879958806323),np.float64(4.917625),
np.float64(0.9672369956970215),np.float64(233.39535357253337),np.float64(4.916625),
np.float64(0.9674370288848877),np.float64(233.97770372661807),np.float64(4.91675),
np.float64(0.9676468372344971),np.float64(232.56153403373025),np.float64(4.9186250000000005),
np.float64(0.9678456783294678),np.float64(232.23065326436392),np.float64(4.917625),
np.float64(0.9680418968200684),np.float64(233.36888311098406),np.float64(4.91675),
np.float64(0.9682610034942627),np.float64(234.1365264959139),np.float64(4.91625),
np.float64(0.9684610366821289),np.float64(234.87769941929446),np.float64(4.916625),
np.float64(0.9686577320098877),np.float64(234.970346034717),np.float64(4.918),
np.float64(0.9688518047332764),np.float64(233.36888311098406),np.float64(4.917),
np.float64(0.9690508842468262),np.float64(233.8585866496462),np.float64(4.916625),
np.float64(0.9692490100860596),np.float64(233.62035249570246),np.float64(4.91725),
np.float64(0.9694457054138184),np.float64(233.64682295725177),np.float64(4.917625),
np.float64(0.9696629047393799),np.float64(233.52770588027988),np.float64(4.917375),
np.float64(0.9698569774627686),np.float64(235.22181541943542),np.float64(4.914125),
np.float64(0.9700369834899902),np.float64(237.57768649732358),np.float64(4.9155),
np.float64(0.9702389240264893),np.float64(236.41298618915414),np.float64(4.916625),
np.float64(0.9705629348754883),np.float64(234.12329126513924),np.float64(4.918),
np.float64(0.9706838130950928),np.float64(233.5541763418292),np.float64(4.9190000000000005),
np.float64(0.9708647727966309),np.float64(232.37624080288512),np.float64(4.917125),
np.float64(0.9710659980773926),np.float64(233.69976388035036),np.float64(4.9190000000000005),
np.float64(0.9712560176849365),np.float64(230.09978110964488),np.float64(4.919875),
np.float64(0.9714579582214355),np.float64(230.92036541767334),np.float64(4.9186250000000005),
np.float64(0.9716489315032959),np.float64(232.49535787985698),np.float64(4.9175),
np.float64(0.9718518257141113),np.float64(232.8791795723219),np.float64(4.918125),
np.float64(0.9720470905303955),np.float64(233.0777080339417),np.float64(4.917625),
np.float64(0.9722599983215332),np.float64(234.0835855728153),np.float64(4.9175),
np.float64(0.9724609851837158),np.float64(234.17623218823786),np.float64(4.916625),
np.float64(0.9726579189300537),np.float64(234.66593572690002),np.float64(4.9175),
np.float64(0.9728469848632812),np.float64(233.44829449563198),np.float64(4.917625),
np.float64(0.9730501174926758),np.float64(234.00417418816738),np.float64(4.915375),
np.float64(0.9732468128204346),np.float64(237.0085715740135),np.float64(4.9145),
np.float64(0.9734458923339844),np.float64(235.91004741971736),np.float64(4.91775),
np.float64(0.9736659526824951),np.float64(234.24240834211113),np.float64(4.916625),
np.float64(0.9738600254058838),np.float64(234.22917311133648),np.float64(4.917),
np.float64(0.9740610122680664),np.float64(234.21593788056182),np.float64(4.91625),
np.float64(0.9742538928985596),np.float64(233.39535357253337),np.float64(4.91725),
np.float64(0.9744486808776855),np.float64(234.32181972675903),np.float64(4.91625),
np.float64(0.974632740020752),np.float64(234.85122895774515),np.float64(4.9145),
np.float64(0.9748477935791016),np.float64(234.90416988084377),np.float64(4.916),
np.float64(0.9750509262084961),np.float64(233.62035249570246),np.float64(4.917),
np.float64(0.9752349853515625),np.float64(234.26887880366044),np.float64(4.9165),
np.float64(0.9754469394683838),np.float64(233.73946957267432),np.float64(4.91675),
np.float64(0.9756357669830322),np.float64(234.07035034204065),np.float64(4.916625),
np.float64(0.9758319854736328),np.float64(233.72623434189967),np.float64(4.9165),
np.float64(0.9760599136352539),np.float64(235.36740295795659),np.float64(4.91325),
np.float64(0.9762628078460693),np.float64(237.2335704971826),np.float64(4.915875),
np.float64(0.9764587879180908),np.float64(235.0629926501396),np.float64(4.91675),
np.float64(0.9766550064086914),np.float64(234.8379937269705),np.float64(4.91525),
np.float64(0.9768598079681396),np.float64(234.14976172668855),np.float64(4.917375),
np.float64(0.9770638942718506),np.float64(233.66005818802643),np.float64(4.91775),
np.float64(0.9772598743438721),np.float64(231.14536434084243),np.float64(4.919875),
np.float64(0.977449893951416),np.float64(230.56301418675773),np.float64(4.917875),
np.float64(0.9776618480682373),np.float64(233.43505926485733),np.float64(4.91775),
np.float64(0.9778637886047363),np.float64(231.97918387964555),np.float64(4.918),
np.float64(0.9780631065368652),np.float64(232.7468272645754),np.float64(4.916625),
np.float64(0.9782588481903076),np.float64(233.62035249570246),np.float64(4.916625),
np.float64(0.9784369468688965),np.float64(233.3027069571108),np.float64(4.91625),
np.float64(0.9786379337310791),np.float64(233.8585866496462),np.float64(4.917125),
np.float64(0.9788217544555664),np.float64(233.28947172633613),np.float64(4.916),
np.float64(0.9790439605712891),np.float64(233.7791752649983),np.float64(4.917),
np.float64(0.9792399406433105),np.float64(233.2232955724629),np.float64(4.91725),
np.float64(0.979438066482544),np.float64(232.69388634147677),np.float64(4.917625),
